legacy_field,definition_version,caseid,source_row,historical_value,approved_value
ppage,nic-08-v3,10011650,707,1928,28
meanage,nic-08-v3,10011650,707,1938.4,38.4
mode,nic-03-v2,10011650,707,1,0
ppage,nic-08-v3,10011660,708,1920,20
meanage,nic-08-v3,10011660,708,1935.4705882352941,35.470588235294116
mode,nic-03-v2,10011660,708,1,0
ppage,nic-08-v3,10011680,710,,
meanage,nic-08-v3,10011680,710,1946,46
mode,nic-03-v2,10011680,710,1,0
ppage,nic-08-v3,10011740,715,1973,73
meanage,nic-08-v3,10011740,715,1947,47
mode,nic-03-v2,10011740,715,1,0
ppage,nic-08-v3,10011900,721,1933,33
meanage,nic-08-v3,10011900,721,1935.4705882352941,35.470588235294116
mode,nic-03-v2,10011900,721,1,0
ppage,nic-08-v3,10011960,727,1960,60
meanage,nic-08-v3,10011960,727,1941.5,41.5
mode,nic-03-v2,10011960,727,1,0
ppage,nic-08-v3,10012080,732,1924,24
meanage,nic-08-v3,10012080,732,1933.2142857142858,35.69230769230769
mode,nic-03-v2,10012080,732,1,0
ppage,nic-08-v3,10012090,733,1970,70
meanage,nic-08-v3,10012090,733,1946,46
mode,nic-03-v2,10012090,733,1,0
ppage,nic-08-v3,10012092,735,1967,67
meanage,nic-08-v3,10012092,735,1943.2941176470588,43.294117647058826
mode,nic-03-v2,10012092,735,1,0
ppage,nic-08-v3,10012120,737,1934,34
meanage,nic-08-v3,10012120,737,1946.6,46.6
mode,nic-03-v2,10012120,737,1,0
ppage,nic-08-v3,10012140,738,1929,29
meanage,nic-08-v3,10012140,738,1938.4,38.4
mode,nic-03-v2,10012140,738,1,0
ppage,nic-08-v3,10012170,740,1954,54
meanage,nic-08-v3,10012170,740,1931.5714285714287,31.571428571428573
mode,nic-03-v2,10012170,740,1,0
ppage,nic-08-v3,10012200,743,1973,73
meanage,nic-08-v3,10012200,743,1946.2142857142858,41.92857142857143
mode,nic-03-v2,10012200,743,1,0
ppage,nic-08-v3,10012220,744,1962,62
meanage,nic-08-v3,10012220,744,1933.2142857142858,35.69230769230769
mode,nic-03-v2,10012220,744,1,0
ppage,nic-08-v3,10012230,745,1949,49
meanage,nic-08-v3,10012230,745,1941.3529411764705,43.8125
mode,nic-03-v2,10012230,745,1,0
ppage,nic-08-v3,10012240,746,1931,31
meanage,nic-08-v3,10012240,746,1944.9444444444443,44.94444444444444
mode,nic-03-v2,10012240,746,1,0
ppage,nic-08-v3,10012270,747,1957,57
meanage,nic-08-v3,10012270,747,1942.8666666666666,42.86666666666667
mode,nic-03-v2,10012270,747,1,0
ppage,nic-08-v3,10012310,749,1929,29
meanage,nic-08-v3,10012310,749,1943.2777777777778,43.27777777777778
mode,nic-03-v2,10012310,749,1,0
ppage,nic-08-v3,10012320,750,1974,74
meanage,nic-08-v3,10012320,750,1943.2777777777778,43.27777777777778
mode,nic-03-v2,10012320,750,1,0
ppage,nic-08-v3,10012370,753,1922,22
meanage,nic-08-v3,10012370,753,1946.2142857142858,41.92857142857143
mode,nic-03-v2,10012370,753,1,0
ppage,nic-08-v3,10012390,754,1925,25
meanage,nic-08-v3,10012390,754,1938.8181818181818,38.81818181818182
mode,nic-03-v2,10012390,754,1,0
ppage,nic-08-v3,10012470,756,1938,38
meanage,nic-08-v3,10012470,756,1936.8461538461538,36.84615384615385
mode,nic-03-v2,10012470,756,1,0
ppage,nic-08-v3,10012490,757,1951,51
meanage,nic-08-v3,10012490,757,1946,46
mode,nic-03-v2,10012490,757,1,0
ppage,nic-08-v3,10012540,761,1937,37
meanage,nic-08-v3,10012540,761,1931.5714285714287,31.571428571428573
mode,nic-03-v2,10012540,761,1,0
ppage,nic-08-v3,10012580,762,1974,74
meanage,nic-08-v3,10012580,762,1946.8125,46.8125
mode,nic-03-v2,10012580,762,1,0
ppage,nic-08-v3,10012660,766,1967,67
meanage,nic-08-v3,10012660,766,1946.6,46.6
mode,nic-03-v2,10012660,766,1,0
ppage,nic-08-v3,10012680,767,1961,61
meanage,nic-08-v3,10012680,767,1944.9444444444443,44.94444444444444
mode,nic-03-v2,10012680,767,1,0
ppage,nic-08-v3,10012700,768,1938,38
meanage,nic-08-v3,10012700,768,1942.8666666666666,42.86666666666667
mode,nic-03-v2,10012700,768,1,0
ppage,nic-08-v3,10012740,771,1938,38
meanage,nic-08-v3,10012740,771,1936.9333333333334,39.57142857142857
mode,nic-03-v2,10012740,771,1,0
ppage,nic-08-v3,10012790,775,,
meanage,nic-08-v3,10012790,775,1938.8181818181818,38.81818181818182
mode,nic-03-v2,10012790,775,1,0
ppage,nic-08-v3,10012800,776,1933,33
meanage,nic-08-v3,10012800,776,1936.9333333333334,39.57142857142857
mode,nic-03-v2,10012800,776,1,0
ppage,nic-08-v3,10012810,777,1927,27
meanage,nic-08-v3,10012810,777,1936.8461538461538,36.84615384615385
mode,nic-03-v2,10012810,777,1,0
ppage,nic-08-v3,10012820,778,1929,29
meanage,nic-08-v3,10012820,778,1936.9333333333334,39.57142857142857
mode,nic-03-v2,10012820,778,1,0
ppage,nic-08-v3,10012830,779,1930,30
meanage,nic-08-v3,10012830,779,1948.0833333333333,48.083333333333336
mode,nic-03-v2,10012830,779,1,0
ppage,nic-08-v3,10012840,780,1949,49
meanage,nic-08-v3,10012840,780,1944.9444444444443,44.94444444444444
mode,nic-03-v2,10012840,780,1,0
ppage,nic-08-v3,10012850,781,1950,50
meanage,nic-08-v3,10012850,781,1946.2142857142858,41.92857142857143
mode,nic-03-v2,10012850,781,1,0
ppage,nic-08-v3,10012990,790,1982,82
meanage,nic-08-v3,10012990,790,1946.7777777777778,46.77777777777778
mode,nic-03-v2,10012990,790,1,0
ppage,nic-08-v3,10013030,791,1956,56
meanage,nic-08-v3,10013030,791,1943.6875,43.6875
mode,nic-03-v2,10013030,791,1,0
ppage,nic-08-v3,10013040,792,1926,26
meanage,nic-08-v3,10013040,792,1938.2,38.2
mode,nic-03-v2,10013040,792,1,0
ppage,nic-08-v3,10013041,793,1960,60
meanage,nic-08-v3,10013041,793,1946.7777777777778,46.77777777777778
mode,nic-03-v2,10013041,793,1,0
ppage,nic-08-v3,10013130,798,1956,56
meanage,nic-08-v3,10013130,798,1936.9333333333334,39.57142857142857
mode,nic-03-v2,10013130,798,1,0
ppage,nic-08-v3,10013270,804,,
meanage,nic-08-v3,10013270,804,1942,42
mode,nic-03-v2,10013270,804,1,0
ppage,nic-08-v3,10013280,805,1919,19
meanage,nic-08-v3,10013280,805,1943.2941176470588,43.294117647058826
mode,nic-03-v2,10013280,805,1,0
ppage,nic-08-v3,10013350,810,1966,66
meanage,nic-08-v3,10013350,810,1941.3529411764705,43.8125
mode,nic-03-v2,10013350,810,1,0
ppage,nic-08-v3,10013380,813,1952,52
meanage,nic-08-v3,10013380,813,1943.2777777777778,43.27777777777778
mode,nic-03-v2,10013380,813,1,0
ppage,nic-08-v3,10013390,814,1938,38
meanage,nic-08-v3,10013390,814,1939.0588235294117,39.05882352941177
mode,nic-03-v2,10013390,814,1,0
ppage,nic-08-v3,10013430,816,1939,39
meanage,nic-08-v3,10013430,816,1942,42
mode,nic-03-v2,10013430,816,1,0
ppage,nic-08-v3,10013520,819,1969,69
meanage,nic-08-v3,10013520,819,1946.8125,46.8125
mode,nic-03-v2,10013520,819,1,0
ppage,nic-08-v3,10013540,820,1937,37
meanage,nic-08-v3,10013540,820,1938.4,38.4
mode,nic-03-v2,10013540,820,1,0
ppage,nic-08-v3,10013590,822,1931,31
meanage,nic-08-v3,10013590,822,1947,47
mode,nic-03-v2,10013590,822,1,0
ppage,nic-08-v3,10013620,824,1955,55
meanage,nic-08-v3,10013620,824,1935.4705882352941,35.470588235294116
mode,nic-03-v2,10013620,824,1,0
ppage,nic-08-v3,10013630,825,1937,37
meanage,nic-08-v3,10013630,825,1936.8461538461538,36.84615384615385
mode,nic-03-v2,10013630,825,1,0
ppage,nic-08-v3,10013670,828,1928,28
meanage,nic-08-v3,10013670,828,1948.0833333333333,48.083333333333336
mode,nic-03-v2,10013670,828,1,0
ppage,nic-08-v3,10013710,830,1950,50
meanage,nic-08-v3,10013710,830,1942.8666666666666,42.86666666666667
mode,nic-03-v2,10013710,830,1,0
ppage,nic-08-v3,10013730,831,1955,55
meanage,nic-08-v3,10013730,831,1938.4,38.4
mode,nic-03-v2,10013730,831,1,0
ppage,nic-08-v3,10013760,833,1935,35
meanage,nic-08-v3,10013760,833,1943.2941176470588,43.294117647058826
mode,nic-03-v2,10013760,833,1,0
ppage,nic-08-v3,10013790,835,1930,30
meanage,nic-08-v3,10013790,835,1942.8666666666666,42.86666666666667
mode,nic-03-v2,10013790,835,1,0
ppage,nic-08-v3,10013800,836,1938,38
meanage,nic-08-v3,10013800,836,1943.2777777777778,43.27777777777778
mode,nic-03-v2,10013800,836,1,0
ppage,nic-08-v3,10013810,837,1925,25
meanage,nic-08-v3,10013810,837,1938.8181818181818,38.81818181818182
mode,nic-03-v2,10013810,837,1,0
ppage,nic-08-v3,10013830,839,1953,53
meanage,nic-08-v3,10013830,839,1946.6,46.6
mode,nic-03-v2,10013830,839,1,0
ppage,nic-08-v3,10013890,842,1930,30
meanage,nic-08-v3,10013890,842,1936.9333333333334,39.57142857142857
mode,nic-03-v2,10013890,842,1,0
ppage,nic-08-v3,10014010,846,1938,38
meanage,nic-08-v3,10014010,846,1943.2777777777778,43.27777777777778
mode,nic-03-v2,10014010,846,1,0
ppage,nic-08-v3,10014040,848,1934,34
meanage,nic-08-v3,10014040,848,1946.8125,46.8125
mode,nic-03-v2,10014040,848,1,0
ppage,nic-08-v3,10014190,854,1920,20
meanage,nic-08-v3,10014190,854,1943.3529411764705,43.35294117647059
mode,nic-03-v2,10014190,854,1,0
ppage,nic-08-v3,10014281,861,1943,43
meanage,nic-08-v3,10014281,861,1946,46
mode,nic-03-v2,10014281,861,1,0
ppage,nic-08-v3,10014282,862,1924,24
meanage,nic-08-v3,10014282,862,1946.2142857142858,41.92857142857143
mode,nic-03-v2,10014282,862,1,0
ppage,nic-08-v3,10014283,863,1931,31
meanage,nic-08-v3,10014283,863,1941.5,41.5
mode,nic-03-v2,10014283,863,1,0
ppage,nic-08-v3,10014320,865,1937,37
meanage,nic-08-v3,10014320,865,1935.4705882352941,35.470588235294116
mode,nic-03-v2,10014320,865,1,0
ppage,nic-08-v3,10014330,866,1928,28
meanage,nic-08-v3,10014330,866,1941.5,41.5
mode,nic-03-v2,10014330,866,1,0
ppage,nic-08-v3,10014360,868,1922,22
meanage,nic-08-v3,10014360,868,1935.4705882352941,35.470588235294116
mode,nic-03-v2,10014360,868,1,0
ppage,nic-08-v3,10014450,872,1929,29
meanage,nic-08-v3,10014450,872,1946,46
mode,nic-03-v2,10014450,872,1,0
ppage,nic-08-v3,10014510,874,1973,73
meanage,nic-08-v3,10014510,874,1939.0588235294117,39.05882352941177
mode,nic-03-v2,10014510,874,1,0
ppage,nic-08-v3,10014530,875,1937,37
meanage,nic-08-v3,10014530,875,1941.5,41.5
mode,nic-03-v2,10014530,875,1,0
ppage,nic-08-v3,10014550,877,1939,39
meanage,nic-08-v3,10014550,877,1946.6,46.6
mode,nic-03-v2,10014550,877,1,0
ppage,nic-08-v3,10014560,878,1938,38
meanage,nic-08-v3,10014560,878,1943.3846153846155,43.38461538461539
mode,nic-03-v2,10014560,878,1,0
ppage,nic-08-v3,10014570,879,1940,40
meanage,nic-08-v3,10014570,879,1941.3333333333333,44.214285714285715
mode,nic-03-v2,10014570,879,1,0
ppage,nic-08-v3,10014590,881,1933,33
meanage,nic-08-v3,10014590,881,1942.8666666666666,42.86666666666667
mode,nic-03-v2,10014590,881,1,0
ppage,nic-08-v3,10014610,882,1946,46
meanage,nic-08-v3,10014610,882,1946,46
mode,nic-03-v2,10014610,882,1,0
ppage,nic-08-v3,10014640,884,1973,73
meanage,nic-08-v3,10014640,884,1947,47
mode,nic-03-v2,10014640,884,1,0
ppage,nic-08-v3,10014650,885,1966,66
meanage,nic-08-v3,10014650,885,1946.2142857142858,41.92857142857143
mode,nic-03-v2,10014650,885,1,0
ppage,nic-08-v3,10014670,886,1922,22
meanage,nic-08-v3,10014670,886,1941.5,41.5
mode,nic-03-v2,10014670,886,1,0
ppage,nic-08-v3,10014680,887,1946,46
meanage,nic-08-v3,10014680,887,1942.8666666666666,42.86666666666667
mode,nic-03-v2,10014680,887,1,0
ppage,nic-08-v3,10014690,888,1952,52
meanage,nic-08-v3,10014690,888,1948.0833333333333,48.083333333333336
mode,nic-03-v2,10014690,888,1,0
ppage,nic-08-v3,10014710,889,1945,45
meanage,nic-08-v3,10014710,889,1944.9444444444443,44.94444444444444
mode,nic-03-v2,10014710,889,1,0
ppage,nic-08-v3,10014720,890,1939,39
meanage,nic-08-v3,10014720,890,1943.3529411764705,43.35294117647059
mode,nic-03-v2,10014720,890,1,0
ppage,nic-08-v3,10014750,893,1940,40
meanage,nic-08-v3,10014750,893,1944.9444444444443,44.94444444444444
mode,nic-03-v2,10014750,893,1,0
ppage,nic-08-v3,10014790,897,1954,54
meanage,nic-08-v3,10014790,897,1943.3529411764705,43.35294117647059
mode,nic-03-v2,10014790,897,1,0
ppage,nic-08-v3,10014800,898,1934,34
meanage,nic-08-v3,10014800,898,1943.3846153846155,43.38461538461539
mode,nic-03-v2,10014800,898,1,0
ppage,nic-08-v3,10014810,899,1936,36
meanage,nic-08-v3,10014810,899,1943.3846153846155,43.38461538461539
mode,nic-03-v2,10014810,899,1,0
ppage,nic-08-v3,10014830,901,1940,40
meanage,nic-08-v3,10014830,901,1941.3333333333333,44.214285714285715
mode,nic-03-v2,10014830,901,1,0
ppage,nic-08-v3,10014840,902,1941,41
meanage,nic-08-v3,10014840,902,1938.4,38.4
mode,nic-03-v2,10014840,902,1,0
ppage,nic-08-v3,10014860,903,1948,48
meanage,nic-08-v3,10014860,903,1943.6875,43.6875
mode,nic-03-v2,10014860,903,1,0
ppage,nic-08-v3,10014930,906,1950,50
meanage,nic-08-v3,10014930,906,1936.9333333333334,39.57142857142857
mode,nic-03-v2,10014930,906,1,0
ppage,nic-08-v3,10014940,907,1962,62
meanage,nic-08-v3,10014940,907,1946.7777777777778,46.77777777777778
mode,nic-03-v2,10014940,907,1,0
ppage,nic-08-v3,10014950,908,1945,45
meanage,nic-08-v3,10014950,908,1938.4,38.4
mode,nic-03-v2,10014950,908,1,0
ppage,nic-08-v3,10014960,909,1932,32
meanage,nic-08-v3,10014960,909,1933.2142857142858,35.69230769230769
mode,nic-03-v2,10014960,909,1,0
ppage,nic-08-v3,10014980,910,1945,45
meanage,nic-08-v3,10014980,910,1946,46
mode,nic-03-v2,10014980,910,1,0
ppage,nic-08-v3,10014990,911,1927,27
meanage,nic-08-v3,10014990,911,1941.3333333333333,44.214285714285715
mode,nic-03-v2,10014990,911,1,0
